Run,  bias,  gain
6049: 174, 52
6050: 154, 52
6051: 134, 52
6052: 114, 52 
5970: 174, 49
5971: 154, 49
5972: 154, 49  
5973: 154, 49  
6056: 174, 49 
6057: 154, 49 
6047: 134, 49
6048: 114, 49
5960: 204, 45
5961: 174, 45
5962: 154, 45
5983: 154, 45
6054: 154, 45 
6046: 134, 45
6055: 114, 45 
5952: 225, 41
5953: 204, 41
5954: 174, 41
5955: 154, 41
5956: 225, 35
5957: 204, 35
5958: 174, 35
5959: 154, 35



